line_number,book_number,original_text,verse_normalized,verse_syllabified
13796,22,"Blank und schön, die er raubte, die Kraft des Patroklos ermordend;",blank und schön die er raubte die kraft des patroklos ermordend,blank|und|schön|die|er|raub|te|die|kraft|des|pa|tro|klos|er|mor|dend
13797,22,"Nur wo das Schlüsselbein den Hals begrenzt und die Achsel,",nur wo das schlüsselbein den hals begrenzt und die achsel,nur|wo|das|schlüs|sel|bein|den|hals|be|grenzt|und|die|ach|sel
13798,22,"Schien die Kehl' ihm entblößt, die gefährlichste Stelle des Lebens:",schien die kehl' ihm entblößt die gefährlichste stelle des lebens,schien|die|kehl'|ihm|ent|blößt|die|ge|fähr|lichs|te|stel|le|des|le|bens
13799,22,"Dort mit dem Speer anstürmend durchstach ihn der edle Achilleus,",dort mit dem speer anstürmend durchstach ihn der edle achilleus,dort|mit|dem|speer|an|stür|mend|durch|stach|ihn|der|ed|le|a|chil|leus
13800,22,Daß ihm hindurch aus dem zarten Genick die Spitze hervordrang.,daß ihm hindurch aus dem zarten genick die spitze hervordrang,daß|ihm|hin|durch|aus|dem|zar|ten|ge|nick|die|spit|ze|her|vor|drang
13801,22,"Doch nicht gänzlich den Schlund durchschnitt der eherne Speer ihm,",doch nicht gänzlich den schlund durchschnitt der eherne speer ihm,doch|nicht|gänz|lich|den|schlund|durch|schnitt|der|e|her|ne|speer|ihm
13802,22,Daß er noch zu reden vermocht' im Wechselgespräche;,daß er noch zu reden vermocht' im wechselgespräche,daß|er|noch|zu|re|den|ver|mocht'|im|wech|sel|ge|sprä|che
13803,22,Und er entsank in den Staub; da rief frohlockend Achilleus:,und er entsank in den staub da rief frohlockend achilleus,und|er|ent|sank|in|den|staub|da|rief|froh|lo|ckend|a|chil|leus
13804,22,"Hektor, du glaubtest gewiß, da Patrokleus' Wehr du geraubet,",hektor du glaubtest gewiß da patrokleus' wehr du geraubet,hek|tor|du|glaub|test|ge|wiß|da|pa|tro|kleus'|wehr|du|ge|rau|bet
13805,22,"Sicher zu sein, und achtetest nicht des entfernten Achilleus.",sicher zu sein und achtetest nicht des entfernten achilleus,si|cher|zu|sein|und|ach|te|test|nicht|des|ent|fern|ten|a|chil|leus
13806,22,Törichter! Jenem entfernt war ein weit machtvollerer Rächer,törichter jenem entfernt war ein weit machtvollerer rächer,tö|rich|ter|je|nem|ent|fernt|war|ein|weit|macht|vol|le|rer|rä|cher
13807,22,"Bei den gebogenen Schiffen, ich selbst, zurück ihm geblieben,",bei den gebogenen schiffen ich selbst zurück ihm geblieben,bei|den|ge|bo|ge|nen|schif|fen|ich|selbst|zu|rück|ihm|ge|blie|ben
13808,22,"Der dir die Kniee gelöst! Dich zerren nun Hund' und Gevögel,",der dir die kniee gelöst dich zerren nun hund' und gevögel,der|dir|die|knie|e|ge|löst|dich|zer|ren|nun|hund'|und|ge|vö|gel
13809,22,Schmählich entstellt; ihn aber bestatten mit Ruhm die Achaier.,schmählich entstellt ihn aber bestatten mit ruhm die achaier,schmäh|lich|ent|stellt|ihn|a|ber|be|stat|ten|mit|ruhm|die|a|chai|er
13810,22,Wieder begann schwachatmend der helmumflatterte Hektor:,wieder begann schwachatmend der helmumflatterte hektor,wie|der|be|gann|schwach|at|mend|der|hel|mum|flat|ter|te|hek|tor
13811,22,"Dich beschwör' ich beim Leben, bei deinen Knien, und den Eltern,",dich beschwör' ich beim leben bei deinen knien und den eltern,dich|be|schwör'|ich|beim|le|ben|bei|dei|nen|knien|und|den|el|tern
13812,22,Laß mich nicht an den Schiffen der Danaer Hunde zerreißen;,laß mich nicht an den schiffen der danaer hunde zerreißen,laß|mich|nicht|an|den|schif|fen|der|da|na|er|hun|de|zer|rei|ßen
13813,22,Sondern nimm des Erzes genug und des köstlichen Goldes,sondern nimm des erzes genug und des köstlichen goldes,son|dern|nimm|des|er|zes|ge|nug|und|des|köst|li|chen|gol|des
13814,22,"Zum Geschenk, das der Vater dir beut, und die würdige Mutter.",zum geschenk das der vater dir beut und die würdige mutter,zum|ge|schenk|das|der|va|ter|dir|beut|und|die|wür|di|ge|mut|ter
13815,22,"Aber den Leib entsende gen Ilios, daß in der Heimat",aber den leib entsende gen ilios daß in der heimat,a|ber|den|leib|ent|sen|de|gen|i|li|os|daß|in|der|hei|mat
13816,22,Trojas Männer und Fraun des Feuers Ehre mir geben.,trojas männer und fraun des feuers ehre mir geben,tro|jas|män|ner|und|fraun|des|feu|ers|eh|re|mir|ge|ben
13817,22,Finster schaut' und begann der mutige Renner Achilleus:,finster schaut' und begann der mutige renner achilleus,fins|ter|schaut'|und|be|gann|der|mu|ti|ge|ren|ner|a|chil|leus
13818,22,"Nicht beschwöre mich, Hund, bei meinen Knien, und den Eltern!",nicht beschwöre mich hund bei meinen knien und den eltern,nicht|be|schwö|re|mich|hund|bei|mei|nen|knien|und|den|el|tern
13819,22,"Daß doch Zorn und Wut mich erbitterte, roh zu verschlingen",daß doch zorn und wut mich erbitterte roh zu verschlingen,daß|doch|zorn|und|wut|mich|er|bit|ter|te|roh|zu|ver|schlin|gen
13820,22,"Dein zerschnittenes Fleisch, für das Unheil, das du mir brachtest!",dein zerschnittenes fleisch für das unheil das du mir brachtest,dein|zer|schnit|te|nes|fleisch|für|das|un|heil|das|du|mir|brach|test
13821,22,"So sei fern, der die Hunde von deinem Haupt dir verscheuche!",so sei fern der die hunde von deinem haupt dir verscheuche,so|sei|fern|der|die|hun|de|von|dei|nem|haupt|dir|ver|scheu|che
13822,22,"Wenn sie auch zehnmal so viel, und zwanzigfältige Sühnung,",wenn sie auch zehnmal so viel und zwanzigfältige sühnung,wenn|sie|auch|zehn|mal|so|viel|und|zwan|zig|fäl|ti|ge|süh|nung
13823,22,"Hergebracht darwögen, und mehreres noch mir verhießen!",hergebracht darwögen und mehreres noch mir verhießen,her|ge|bracht|dar|wö|gen|und|meh|re|res|noch|mir|ver|hie|ßen
13824,22,Ja wenn dich selber mit Gold auch aufzuwägen geböte,ja wenn dich selber mit gold auch aufzuwägen geböte,ja|wenn|dich|sel|ber|mit|gold|auch|auf|zu|wä|gen|ge|bö|te
13825,22,"Priamos, Dardanos' Sohn; auch so nicht bettet die Mutter",priamos dardanos' sohn auch so nicht bettet die mutter,pri|a|mos|dar|da|nos'|sohn|auch|so|nicht|bet|tet|die|mut|ter
13826,22,"Dich auf Leichengewand', und wehklagt, den sie geboren;",dich auf leichengewand' und wehklagt den sie geboren,dich|auf|lei|chen|ge|wand'|und|weh|klagt|den|sie|ge|bo|ren
13827,22,Sondern Hund' und Gevögel umher zerreißen den Leichnam!,sondern hund' und gevögel umher zerreißen den leichnam,son|dern|hund'|und|ge|vö|gel|um|her|zer|rei|ßen|den|leich|nam
13828,22,Wieder begann schon sterbend der helmumflatterte Hektor:,wieder begann schon sterbend der helmumflatterte hektor,wie|der|be|gann|schon|ster|bend|der|hel|mum|flat|ter|te|hek|tor
13829,22,"Ach ich kenne dich wohl, und ahndete, nicht zu erweichen",ach ich kenne dich wohl und ahndete nicht zu erweichen,ach|ich|ken|ne|dich|wohl|und|ahn|de|te|nicht|zu|er|wei|chen
13830,22,Wärest du mir; denn eisern ist traun dem Herz in dem Busen.,wärest du mir denn eisern ist traun dem herz in dem busen,wä|rest|du|mir|denn|ei|sern|ist|traun|dem|herz|in|dem|bu|sen
13831,22,"Denke nunmehr, daß nicht dir Götterzorn ich erwecke,",denke nunmehr daß nicht dir götterzorn ich erwecke,den|ke|nun|mehr|daß|nicht|dir|göt|ter|zorn|ich|er|we|cke
13832,22,"Jenes Tags, wann Paris dich dort und Phöbos Apollon",jenes tags wann paris dich dort und phöbos apollon,je|nes|tags|wann|pa|ris|dich|dort|und|phö|bos|a|pol|lon
13833,22,"Töten, wie tapfer du bist, am hohen skäischen Tore!",töten wie tapfer du bist am hohen skäischen tore,tö|ten|wie|tap|fer|du|bist|am|ho|hen|skä|i|schen|to|re
13834,22,"Als er dieses geredet, umschloß ihn das Ende des Todes;",als er dieses geredet umschloß ihn das ende des todes,als|er|die|ses|ge|re|det|um|schloß|ihn|das|en|de|des|to|des
13835,22,"Aber die Seel' aus den Gliedern entflog in die Tiefe des Aïs,",aber die seel' aus den gliedern entflog in die tiefe des aïs,a|ber|die|seel'|aus|den|glie|dern|ent|flog|in|die|tie|fe|des|a|ïs
13836,22,"Klagend ihr Jammergeschick, getrennt von Jugend und Mannkraft.",klagend ihr jammergeschick getrennt von jugend und mannkraft,kla|gend|ihr|jam|mer|ge|schick|ge|trennt|von|ju|gend|und|mann|kraft
13837,22,Auch dem Toten erwiderte noch der edle Achilleus:,auch dem toten erwiderte noch der edle achilleus,auch|dem|to|ten|er|wi|der|te|noch|der|ed|le|a|chil|leus
13838,22,"Stirb! mein eigenes Los, das empfang' ich, wann es auch immer",stirb mein eigenes los das empfang' ich wann es auch immer,stirb|mein|ei|ge|nes|los|das|em|pfang'|ich|wann|es|auch|im|mer
13839,22,"Zeus zu vollenden beschließt, und die andern unsterblichen Götter!",zeus zu vollenden beschließt und die andern unsterblichen götter,zeus|zu|voll|en|den|be|schließt|und|die|an|dern|un|sterb|li|chen|göt|ter
13840,22,Also sprach er und zog die eherne Lanz' aus dem Leichnam;,also sprach er und zog die eherne lanz' aus dem leichnam,al|so|sprach|er|und|zog|die|e|her|ne|lanz'|aus|dem|leich|nam
13841,22,"Sie dann legt' er zur Seit', und raubte die Wehr von den Schultern,",sie dann legt' er zur seit' und raubte die wehr von den schultern,sie|dann|legt'|er|zur|seit'|und|raub|te|die|wehr|von|den|schul|tern
13842,22,"Blutbefleckt. Da umliefen ihn andere Männer Achaias,",blutbefleckt da umliefen ihn andere männer achaias,blut|be|fleckt|da|um|lie|fen|ihn|an|de|re|män|ner|a|chai|as
13843,22,Die ringsher anstaunten den Wuchs und die herrliche Bildung,die ringsher anstaunten den wuchs und die herrliche bildung,die|rings|her|an|staun|ten|den|wuchs|und|die|herr|li|che|bil|dung
13844,22,Hektors; und auch keiner umstand ihn ohne Verwundung.,hektors und auch keiner umstand ihn ohne verwundung,hek|tors|und|auch|kei|ner|um|stand|ihn|oh|ne|ver|wun|dung
13845,22,"Also redete mancher, gewandt zum anderen Nachbar:",also redete mancher gewandt zum anderen nachbar,al|so|re|de|te|man|cher|ge|wandt|zum|an|de|ren|nach|bar
13846,22,Wunder doch! viel sanfter fürwahr ist nun zu betasten,wunder doch viel sanfter fürwahr ist nun zu betasten,wun|der|doch|viel|sanf|ter|für|wahr|ist|nun|zu|be|tas|ten
13847,22,"Hektor, als da die Schiff' in lodernder Glut er verbrannte!",hektor als da die schiff' in lodernder glut er verbrannte,hek|tor|als|da|die|schiff'|in|lo|dern|der|glut|er|ver|brann|te
13848,22,"Also redete mancher, und nahte sich, ihn zu verwunden.",also redete mancher und nahte sich ihn zu verwunden,al|so|re|de|te|man|cher|und|nah|te|sich|ihn|zu|ver|wun|den
13849,22,"Aber nachdem ihn entwaffnet der mutige Renner Achilleus,",aber nachdem ihn entwaffnet der mutige renner achilleus,a|ber|nach|dem|ihn|ent|waff|net|der|mu|ti|ge|ren|ner|a|chil|leus
13850,22,"Stand er in Argos Volk, und sprach die geflügelten Worte:",stand er in argos volk und sprach die geflügelten worte,stand|er|in|ar|gos|volk|und|sprach|die|ge|flü|gel|ten|wor|te
13851,22,"Freund', ihr Helden des Danaerstamms, o Genossen des Ares,",freund' ihr helden des danaerstamms o genossen des ares,freund'|ihr|hel|den|des|da|naer|stamms|o|ge|nos|sen|des|a|res
13852,22,"Jetzo da diesen Mann mir die Götter verliehn zu bezähmen,",jetzo da diesen mann mir die götter verliehn zu bezähmen,jet|zo|da|die|sen|mann|mir|die|göt|ter|ver|liehn|zu|be|zäh|men
13853,22,"Der viel Böses getan, weit mehr denn die anderen alle;",der viel böses getan weit mehr denn die anderen alle,der|viel|bö|ses|ge|tan|weit|mehr|denn|die|an|de|ren|al|le
13854,22,"Auf, nun laßt uns die Stadt in Rüstungen rings versuchen,",auf nun laßt uns die stadt in rüstungen rings versuchen,auf|nun|laßt|uns|die|stadt|in|rüs|tun|gen|rings|ver|su|chen
13855,22,"Bis wir ein wenig erkannt den Sinn, den die Troer bewahren:",bis wir ein wenig erkannt den sinn den die troer bewahren,bis|wir|ein|we|nig|er|kannt|den|sinn|den|die|tro|er|be|wah|ren
13856,22,"Ob sie vielleicht uns räumen die Burg, weil dieser dahinsank;",ob sie vielleicht uns räumen die burg weil dieser dahinsank,ob|sie|viel|leicht|uns|räu|men|die|burg|weil|die|ser|da|hin|sank
13857,22,"Oder zu stehn sich erkühnen, wiewohl nicht Hektor begleitet.",oder zu stehn sich erkühnen wiewohl nicht hektor begleitet,o|der|zu|stehn|sich|er|küh|nen|wie|wohl|nicht|hek|tor|be|glei|tet
13858,22,Aber warum bewegte das Herz mir solche Gedanken?,aber warum bewegte das herz mir solche gedanken,a|ber|war|um|be|weg|te|das|herz|mir|sol|che|ge|dan|ken
13859,22,"Liegt doch tot bei den Schiffen, und ohne Klag' und Bestattung,",liegt doch tot bei den schiffen und ohne klag' und bestattung,liegt|doch|tot|bei|den|schif|fen|und|oh|ne|klag'|und|be|stat|tung
13860,22,"Unser Freund Patroklos, den nie ich werde vergessen,",unser freund patroklos den nie ich werde vergessen,un|ser|freund|pa|tro|klos|den|nie|ich|wer|de|ver|ges|sen
13861,22,"Weil ich mit Lebenden geh', und Kraft in den Knieen sich reget!",weil ich mit lebenden geh' und kraft in den knieen sich reget,weil|ich|mit|le|ben|den|geh'|und|kraft|in|den|knie|en|sich|re|get
13862,22,"Wenn man auch der Toten vergißt in Aïdes Wohnung,",wenn man auch der toten vergißt in aïdes wohnung,wenn|man|auch|der|to|ten|ver|gißt|in|a|ï|des|woh|nung
13863,22,Dennoch werd' ich auch dort des trautesten Freundes gedenken!,dennoch werd' ich auch dort des trautesten freundes gedenken,den|noch|werd'|ich|auch|dort|des|trau|tes|ten|freun|des|ge|den|ken
13864,22,"Auf nun, mit Siegesgesang des Päeon, Männer Achaias,",auf nun mit siegesgesang des päeon männer achaias,auf|nun|mit|sie|ges|ge|sang|des|pä|e|on|män|ner|a|chai|as
13865,22,"Kehren wir, Hektor führend, hinab zu den räumigen Schiffen!",kehren wir hektor führend hinab zu den räumigen schiffen,keh|ren|wir|hek|tor|füh|rend|hin|ab|zu|den|räu|mi|gen|schif|fen
13866,22,"Groß ist der Ruhm des Sieges; uns sank der göttliche Hektor,",groß ist der ruhm des sieges uns sank der göttliche hektor,groß|ist|der|ruhm|des|sie|ges|uns|sank|der|gött|li|che|hek|tor
13867,22,"Welchem die Troer der Stadt, wie einem Gott, sich vertrauten!",welchem die troer der stadt wie einem gott sich vertrauten,wel|chem|die|tro|er|der|stadt|wie|ei|nem|gott|sich|ver|trau|ten
13868,22,"Sprach's, und schändlichen Frevel ersann er dem göttlichen Hektor.",sprach's und schändlichen frevel ersann er dem göttlichen hektor,sprach's|und|schänd|li|chen|fre|vel|er|sann|er|dem|gött|li|chen|hek|tor
13869,22,"Beiden Füßen nunmehr durchbohret' er hinten die Sehnen,",beiden füßen nunmehr durchbohret' er hinten die sehnen,bei|den|fü|ßen|nun|mehr|durch|boh|ret'|er|hin|ten|die|seh|nen
13870,22,"Zwischen Knöchel und Fers', und durchzog sie mit Riemen von Stierhaut",zwischen knöchel und fers' und durchzog sie mit riemen von stierhaut,zwi|schen|knö|chel|und|fers'|und|durch|zog|sie|mit|rie|men|von|stier|haut
13871,22,"Band am Sessel sie fest, und ließ nachschleppen die Scheitel;",band am sessel sie fest und ließ nachschleppen die scheitel,band|am|ses|sel|sie|fest|und|ließ|nach|schlep|pen|die|schei|tel
13872,22,"Trat dann selber hinein, und erhob die prangende Rüstung;",trat dann selber hinein und erhob die prangende rüstung,trat|dann|sel|ber|hin|ein|und|er|hob|die|pran|gen|de|rüs|tung
13873,22,"Treibend schwang er die Geißel, und rasch hinflogen die Rosse.",treibend schwang er die geißel und rasch hinflogen die rosse,trei|bend|schwang|er|die|gei|ßel|und|rasch|hin|flo|gen|die|ros|se
13874,22,Staubgewölk umwallte den Schleppenden; rings auch zerrüttet,staubgewölk umwallte den schleppenden rings auch zerrüttet,staub|ge|wölk|um|wall|te|den|schlep|pen|den|rings|auch|zer|rüt|tet
13875,22,"Rollte sein finsteres Haar, da ganz sein Haupt in dem Staube",rollte sein finsteres haar da ganz sein haupt in dem staube,roll|te|sein|fins|te|res|haar|da|ganz|sein|haupt|in|dem|stau|be
13876,22,"Lag, so lieblich zuvor! allein nun hatt' es den Feinden",lag so lieblich zuvor allein nun hatt' es den feinden,lag|so|lieb|lich|zu|vor|al|lein|nun|hatt'|es|den|fein|den
13877,22,Zeus zu entstellen verliehn in seiner Väter Gefilde.,zeus zu entstellen verliehn in seiner väter gefilde,zeus|zu|ent|stel|len|ver|liehn|in|sei|ner|vä|ter|ge|fil|de
13878,22,Also bestaubt ward jenem das Haupt ganz. Aber die Mutter,also bestaubt ward jenem das haupt ganz aber die mutter,al|so|be|staubt|ward|je|nem|das|haupt|ganz|a|ber|die|mut|ter
13879,22,"Rauft' ihr Haar, und warf den glänzenden Schleier des Hauptes",rauft' ihr haar und warf den glänzenden schleier des hauptes,rauft'|ihr|haar|und|warf|den|glän|zen|den|schlei|er|des|haup|tes
13880,22,"Weit hinweg, und blickte mit Jammergeschrei nach dem Sohne.",weit hinweg und blickte mit jammergeschrei nach dem sohne,weit|hin|weg|und|blick|te|mit|jam|mer|ge|schrei|nach|dem|soh|ne
13881,22,Kläglich weint' auch der Vater und jammerte; doch von den Völkern,kläglich weint' auch der vater und jammerte doch von den völkern,kläg|lich|weint'|auch|der|va|ter|und|jam|mer|te|doch|von|den|völ|kern
13882,22,Tönte Geheul ringsher und Angstgeschrei durch die Feste.,tönte geheul ringsher und angstgeschrei durch die feste,tön|te|ge|heul|rings|her|und|angst|ge|schrei|durch|die|fes|te
13883,22,"Weniger nicht scholl jetzo die Wehklag', als wenn die ganze",weniger nicht scholl jetzo die wehklag' als wenn die ganze,we|ni|ger|nicht|scholl|jet|zo|die|weh|klag'|als|wenn|die|gan|ze
13884,22,Ilios hochgetürmt in Glut hinsänke vom Gipfel.,ilios hochgetürmt in glut hinsänke vom gipfel,i|li|os|hoch|ge|türmt|in|glut|hin|sän|ke|vom|gip|fel
13885,22,"Kaum noch hielten die Völker den Greis, der in zürnender Wehmut",kaum noch hielten die völker den greis der in zürnender wehmut,kaum|noch|hiel|ten|die|völ|ker|den|greis|der|in|zür|nen|der|weh|mut
13886,22,Strebte hinauszugehn ans dem hohen dardanischen Tore.,strebte hinauszugehn ans dem hohen dardanischen tore,streb|te|hin|aus|zu|gehn|ans|dem|ho|hen|dar|da|ni|schen|to|re
13887,22,"Allen fleht' er umher, auf schmutzigem Boden sich wälzend,",allen fleht' er umher auf schmutzigem boden sich wälzend,al|len|fleht'|er|um|her|auf|schmut|zi|gem|bo|den|sich|wäl|zend
13888,22,"Nannte jeglichen Mann mit seinem Namen, und sagte:",nannte jeglichen mann mit seinem namen und sagte,nann|te|jeg|li|chen|mann|mit|sei|nem|na|men|und|sag|te
13889,22,"Haltet, o Freund', und laßt mich allein, wie sehr ihr besorgt seid,",haltet o freund' und laßt mich allein wie sehr ihr besorgt seid,hal|tet|o|freund'|und|laßt|mich|al|lein|wie|sehr|ihr|be|sorgt|seid
13890,22,"Gehn vor die Feste hinaus, und nahn den Schiffen Achaias!",gehn vor die feste hinaus und nahn den schiffen achaias,gehn|vor|die|fes|te|hin|aus|und|nahn|den|schif|fen|a|chai|as
13891,22,"Anflehn will ich den Mann, den entsetzlichen Täter des Frevels:",anflehn will ich den mann den entsetzlichen täter des frevels,an|flehn|will|ich|den|mann|den|ent|setz|li|chen|tä|ter|des|fre|vels
13892,22,Ob er vielleicht mein Alter mit Ehrfurcht und mit Erbarmung,ob er vielleicht mein alter mit ehrfurcht und mit erbarmung,ob|er|viel|leicht|mein|al|ter|mit|ehr|furcht|und|mit|er|bar|mung
13893,22,"Anschaut; denn auch jenem ist schon grauhaarig der Vater,",anschaut denn auch jenem ist schon grauhaarig der vater,an|schaut|denn|auch|je|nem|ist|schon|grau|haa|rig|der|va|ter
13894,22,"Peleus, der ihn erzeugt' und nährete, ach zum Verderben",peleus der ihn erzeugt' und nährete ach zum verderben,pe|leus|der|ihn|er|zeugt'|und|näh|re|te|ach|zum|ver|der|ben
13895,22,Trojas; doch vor allen mir selbst bereitet' er Jammer!,trojas doch vor allen mir selbst bereitet' er jammer,tro|jas|doch|vor|al|len|mir|selbst|be|rei|tet'|er|jam|mer
13896,22,"Denn so viele Söhn' erschlug er mir, blühender Jugend!",denn so viele söhn' erschlug er mir blühender jugend,denn|so|vie|le|söhn'|er|schlug|er|mir|blü|hen|der|ju|gend
13897,22,"Alle jedoch betraur' ich nicht so sehr, herzlich betrübt zwar,",alle jedoch betraur' ich nicht so sehr herzlich betrübt zwar,al|le|je|doch|be|traur'|ich|nicht|so|sehr|herz|lich|be|trübt|zwar
13898,22,"Als ihn allein, des wütender Schmerz mich zum Aïs hinabführt,",als ihn allein des wütender schmerz mich zum aïs hinabführt,als|ihn|al|lein|des|wü|ten|der|schmerz|mich|zum|a|ïs|hin|ab|führt
13899,22,Hektor! Wär' er doch mir in meinen Armen gestorben!,hektor wär' er doch mir in meinen armen gestorben,hek|tor|wär'|er|doch|mir|in|mei|nen|ar|men|ge|stor|ben
13900,22,"Satt darin hätten wir uns das Herz geweint und gejammert,",satt darin hätten wir uns das herz geweint und gejammert,satt|dar|in|hät|ten|wir|uns|das|herz|ge|weint|und|ge|jam|mert
13901,22,"Ich, und die ihn gebar, die unglückselige Mutter!",ich und die ihn gebar die unglückselige mutter,ich|und|die|ihn|ge|bar|die|un|glück|se|li|ge|mut|ter
13902,22,Also sprach er weinend; und ringsum seufzten die Bürger.,also sprach er weinend und ringsum seufzten die bürger,al|so|sprach|er|wei|nend|und|rings|um|seufz|ten|die|bür|ger
13903,22,Hekabe aber erhub die Wehklag' unter den Weibern:,hekabe aber erhub die wehklag' unter den weibern,he|ka|be|a|ber|er|hub|die|weh|klag'|un|ter|den|wei|bern
13904,22,"Sohn, was soll ich Arme hinfort noch leben in Jammer,",sohn was soll ich arme hinfort noch leben in jammer,sohn|was|soll|ich|ar|me|hin|fort|noch|le|ben|in|jam|mer
13905,22,Da du Trauter mir starbst? der mir bei Nacht und bei Tage,da du trauter mir starbst der mir bei nacht und bei tage,da|du|trau|ter|mir|starbst|der|mir|bei|nacht|und|bei|ta|ge
13906,22,"Ruhm und Trost in Ilios war, und allen Errettung,",ruhm und trost in ilios war und allen errettung,ruhm|und|trost|in|i|li|os|war|und|al|len|er|ret|tung
13907,22,"Trojas Männern und Fraun, die dich, wie einen der Götter,",trojas männern und fraun die dich wie einen der götter,tro|jas|män|nern|und|fraun|die|dich|wie|ei|nen|der|göt|ter
13908,22,"Achteten! Traun du würdest mit großer Ehre sie krönen,",achteten traun du würdest mit großer ehre sie krönen,ach|te|ten|traun|du|wür|dest|mit|gro|ßer|eh|re|sie|krö|nen
13909,22,Lebtest du noch! Nun aber hat Tod und Geschick dich ereilet!,lebtest du noch nun aber hat tod und geschick dich ereilet,leb|test|du|noch|nun|a|ber|hat|tod|und|ge|schick|dich|er|ei|let
13910,22,Also sprach sie weinend. Doch nichts noch hörte die Gattin,also sprach sie weinend doch nichts noch hörte die gattin,al|so|sprach|sie|wei|nend|doch|nichts|noch|hör|te|die|gat|tin
13911,22,"Hektors; denn nicht kam ihr ein Kundiger, welcher die Botschaft",hektors denn nicht kam ihr ein kundiger welcher die botschaft,hek|tors|denn|nicht|kam|ihr|ein|kun|di|ger|wel|cher|die|bot|schaft
13912,22,"Meldete, daß der Gemahl ihr auswärts blieb vor dem Tore;",meldete daß der gemahl ihr auswärts blieb vor dem tore,mel|de|te|daß|der|ge|mahl|ihr|aus|wärts|blieb|vor|dem|to|re
13913,22,"Sendern sie webt' ein Gewand, im innern Gemach des Palastes,",sendern sie webt' ein gewand im innern gemach des palastes,sen|dern|sie|webt'|ein|ge|wand|im|in|nern|ge|mach|des|pa|las|tes
13914,22,"Doppelt und blendend weiß, und durchwirkt mit mancherlei Bildwerk.",doppelt und blendend weiß und durchwirkt mit mancherlei bildwerk,dop|pelt|und|blen|dend|weiß|und|durch|wirkt|mit|man|cher|lei|bild|werk
13915,22,"Jetzo rief sie umher den lockigen Mägden des Hauses,",jetzo rief sie umher den lockigen mägden des hauses,jet|zo|rief|sie|um|her|den|lo|cki|gen|mäg|den|des|hau|ses
13916,22,"Eilend ein groß dreifüßig Geschirr auf Feuer zu stellen,",eilend ein groß dreifüßig geschirr auf feuer zu stellen,ei|lend|ein|groß|drei|fü|ßig|ge|schirr|auf|feu|er|zu|stel|len
13917,22,"Zum erwärmenden Bade, wann Hektor kehrt' aus der Feldschlacht:",zum erwärmenden bade wann hektor kehrt' aus der feldschlacht,zum|er|wär|men|den|ba|de|wann|hek|tor|kehrt'|aus|der|feld|schlacht
13918,22,"Törin! sie wußte nicht, daß weit entfernt von den Bädern",törin sie wußte nicht daß weit entfernt von den bädern,tö|rin|sie|wuß|te|nicht|daß|weit|ent|fernt|von|den|bä|dern
13919,22,Ihn durch Achilleus' Hände besiegt Zeus' Tochter Athene.,ihn durch achilleus' hände besiegt zeus' tochter athene,ihn|durch|a|chil|leus'|hän|de|be|siegt|zeus'|toch|ter|a|the|ne
13920,22,Aber Geheul vernahm sie und Jammergeschrei von dem Turme;,aber geheul vernahm sie und jammergeschrei von dem turme,a|ber|ge|heul|ver|nahm|sie|und|jam|mer|ge|schrei|von|dem|tur|me
13921,22,"Und ihr erbebten die Glieder, es sank zur Erde das Webschiff,",und ihr erbebten die glieder es sank zur erde das webschiff,und|ihr|er|beb|ten|die|glie|der|es|sank|zur|er|de|das|web|schiff
13922,22,Ängstlich nunmehr in dem Kreis schönlockiger Mägde begann sie:,ängstlich nunmehr in dem kreis schönlockiger mägde begann sie,ängst|lich|nun|mehr|in|dem|kreis|schön|lo|cki|ger|mäg|de|be|gann|sie
13923,22,"Auf, ihr zwo mir gefolgt; ich eile zu schaun, was geschehn ist!",auf ihr zwo mir gefolgt ich eile zu schaun was geschehn ist,auf|ihr|zwo|mir|ge|folgt|ich|ei|le|zu|schaun|was|ge|schehn|ist
13924,22,"Eben vernahm ich die Stimme der Schwäherin; ich, und mir selber",eben vernahm ich die stimme der schwäherin ich und mir selber,e|ben|ver|nahm|ich|die|stim|me|der|schwä|he|rin|ich|und|mir|sel|ber
13925,22,"Schlägt das Herz im Busen zum Hals' empor, und die Kniee",schlägt das herz im busen zum hals' empor und die kniee,schlägt|das|herz|im|bu|sen|zum|hals'|em|por|und|die|knie|e
13926,22,Starren mir! Sicherlich naht ein Unheil Priamos' Söhnen!,starren mir sicherlich naht ein unheil priamos' söhnen,star|ren|mir|si|cher|lich|naht|ein|un|heil|pri|a|mos'|söh|nen
13927,22,Fern sei meinem Ohr die Verkündigung! aber mit Unruh,fern sei meinem ohr die verkündigung aber mit unruh,fern|sei|mei|nem|ohr|die|ver|kün|di|gung|a|ber|mit|un|ruh
13928,22,"Sorg' ich, den mutigen Hektor hab' itzt der edle Achilleus",sorg' ich den mutigen hektor hab' itzt der edle achilleus,sorg'|ich|den|mu|ti|gen|hek|tor|hab'|itzt|der|ed|le|a|chil|leus
13929,22,"Abgeschnitten allein von der Stadt, ins Gefilde verfolgend,",abgeschnitten allein von der stadt ins gefilde verfolgend,ab|ge|schnit|ten|al|lein|von|der|stadt|ins|ge|fil|de|ver|fol|gend
13930,22,"Und wohl schon ihn gehemmt in seiner entsetzlichen Kühnheit,",und wohl schon ihn gehemmt in seiner entsetzlichen kühnheit,und|wohl|schon|ihn|ge|hemmt|in|sei|ner|ent|setz|li|chen|kühn|heit
